content,score,thumbsUpCount,reviewCreatedVersion,at,appVersion,id
Wow🤍,5,0,,2023-10-18 20:18:41,,7002
"Updated, and I now can not use the app! It worked fine before. So I now only have the watch. Finally connect so will upgrade my score!",3,0,3.3.1,2023-10-18 19:25:49,3.3.1,7003
Not conect edit,1,0,3.3.1,2023-10-18 18:39:17,3.3.1,7004
Custom dial isn't working AGAIN and so is the login failing I can't with this app really so annoying It LITERALLY TAKES FOREVER TO LOGIN IF YOU CAN'T IMPROVE OR EVEN SOLVE THIS ISSUE DON'T KEEP THIS WASTE OF AN APP,1,0,3.3.1,2023-10-18 16:17:50,3.3.1,7005
Confused and doesn't work,1,0,3.3.1,2023-10-18 13:32:58,3.3.1,7006
Always disconnecting having to pair all the time. The steps counter is not accurate at all.,3,0,,2023-10-18 11:38:03,,7007
Sleep data is wrong,1,0,3.3.1,2023-10-18 11:19:16,3.3.1,7008
I really love this app allot and I really like this app allot,5,0,3.3.1,2023-10-18 05:46:46,3.3.1,7009
This is the worst app that i have ever used 😡😡. I don't know why google doesn't ban this type of app. Strict action should have to be taken by Google against this type of apps. Thank You,1,0,,2023-10-18 02:32:06,,7010
"Auto start doesn't exist on my Samsung 22ultra so just throw out directions. Extremely intrusive and changed my Samsung password 0 stars for that. Weather doesn't work. So far the book is a bust since the SW has changed and it leaves on limbo, which way do I go and what do I do next...",2,0,3.3.1,2023-10-18 01:33:11,3.3.1,7011
I don't like This watch because I cannot set the correct time. I do not want military time. I want written a time.,1,0,,2023-10-17 22:44:18,,7012
A lot of bug's. Isn't responding.,1,0,3.3.1,2023-10-17 20:57:58,3.3.1,7013
The screen of watch turn off soon. Only 15 seconds and most of the time as soon as you change position of your hand the screen turns off before 15 seconds,4,0,3.3.1,2023-10-17 20:17:42,3.3.1,7014
"Not very easy to use, for some reason phone ringing and text messages not coming through even though everything has permissions? Booklet not helpful. Only just got so hoping updates will sort it out.",2,1,3.3.1,2023-10-17 20:14:09,3.3.1,7015
I Love my watch I bought the Golden One and haven't taken it off since.,5,0,,2023-10-17 18:06:51,,7016
Too match not responding 😞,1,0,3.3.1,2023-10-17 16:52:54,3.3.1,7017
Need for more customisation options,3,0,3.3.1,2023-10-17 14:55:57,3.3.1,7018
"This app totally took over my phone. I was able to use my watch as a phone with conversations. However, it made my phone unable to receive calls. My phone was able to ring but there was no way to answer it. My screen was black and using my pre set button setting didn't work either. Samsung A13 phone. Use at your own risk.",2,0,,2023-10-17 14:35:04,,7019
The app crashes frequently and the watch doesn't show any information or stay connected to the app,1,0,3.3.1,2023-10-17 10:52:58,3.3.1,7020
"My watch keeps disconnecting from Bluetooth, even though it has full permissions on the phone which is the Samsung S22ultra..",2,0,3.3.1,2023-10-17 09:50:28,3.3.1,7021
"Won't open, constant failure of connections",1,0,3.3.1,2023-10-17 07:42:58,3.3.1,7022
Keeps crashing,1,0,3.3.1,2023-10-17 06:10:03,3.3.1,7023
"Watch faces are not coming , if i open app and waited for 30 min , then only watch faces are coming. Even that time if selected any watch face only data preparation popup is coming and no option to go back. And i can't able to set heart rate measurement time. It is measuring every 10 min. I don't have any options to set 30 min or 1 hour. And raise to wake option also don't have time filter. If u rectify these problems i will definitely give 5 star rating. Thanks.",1,5,3.3.1,2023-10-17 05:54:24,3.3.1,7024
I'm giving it a chance. I do need to stress it drains my phone apace.,3,6,3.3.1,2023-10-17 04:28:24,3.3.1,7025
"It went from ok to bad. Initially, app worked well with smartwatch, except for occasionally losing sync. Manually restarting the app resolve that. Recently, the app has asked me to re-do configuration. Not sure if it was due to an update in the app, an OS update, or both. At any rate, the app now displays a screen instructing me to ""Go to set"" and change autostart and background settings that don't exist in my phone (S22+, Android 13), so app is useless. Waiting for response from support.",2,70,3.3.1,2023-10-17 03:16:25,3.3.1,7026
App not open,1,0,,2023-10-17 02:42:33,,7027
App isn't working,1,0,3.3.1,2023-10-16 23:37:18,3.3.1,7028
Going around in circles How do I get this app to work ? Has connections to my watch for calls and msgs but unable to connect to change watch watches and see graphs in app.,4,0,3.3.1,2023-10-16 22:13:09,3.3.1,7029
"Nice app, but can't sync all contacts. The UI is nice, easy to navigate, great features and settings, but when I try to sync my contacts to my watch, only some of them are available to sync. Of course, the contacts that aren't showing up for me to select are my parents, some of my close family members, my children's pediatrician, and our local non-emergency police department line. All of which are the most important contacts I need. If I can get this resolved, I'll change my review to 5 stars.",2,46,3.3.1,2023-10-16 20:13:42,3.3.1,7030
Good experience,4,0,,2023-10-16 17:37:50,,7031
Smooth installation. Exceptionally well thought out interface.,5,0,,2023-10-16 16:48:06,,7032
"The app is extremely incorrect, I worked 16 hours on my feet all day walking around I know I put in at least 7 miles plus and it has not recorded any of it.",1,0,3.3.1,2023-10-16 15:17:03,3.3.1,7033
Actually i have paired my watch with this app.. the few things that i have noticed that is the UI of this app is very Old 😔.. and some function may not wokr properly.. the biggest thing that i have noticed that this app not provide fully customisable watch face options like other watch apps provide... Overall i was very disappointed with the app .. I request to the developer please make the UI better and add this feature that i mentioned above.....,2,1,3.3.1,2023-10-16 06:47:25,3.3.1,7034
A lot of errors and crashes.,3,0,3.2.8,2023-10-16 05:58:23,3.2.8,7035
You cant even change the background. To many bugs,1,0,3.3.1,2023-10-16 05:04:37,3.3.1,7036
it’s ok,5,0,3.3.1,2023-10-16 02:13:03,3.3.1,7037
"Always shuts itself down, this app doesn't work over half the time, makes me want to go buy a different brand of smart watch.",1,0,3.3.1,2023-10-15 23:48:35,3.3.1,7038
Worst fitness watch I ever purchased. Returning to Amazon,1,0,,2023-10-15 20:01:54,,7039
Can not open my glory Fit. For my watch. What's wrong l have tried to put in my code but it won't do any thing please help,1,0,3.3.1,2023-10-15 18:39:32,3.3.1,7040
Watch faces do not load at all,1,0,3.3.1,2023-10-15 17:49:35,3.3.1,7041
App just stopped working! Can't get it linked to my watch,1,1,,2023-10-15 17:20:32,,7042
Wish had more info tho...,5,0,3.3.1,2023-10-15 16:50:14,3.3.1,7043
Can't get blood glucose screen to stay on watch,3,0,3.3.1,2023-10-15 16:47:55,3.3.1,7044
So difficult to upload contacts from Phone S10 to the smartwatch .,2,0,3.3.1,2023-10-15 15:13:54,3.3.1,7045
App does not work.,1,0,3.3.1,2023-10-15 15:05:01,3.3.1,7046
Dial center doesnt work there are no watch faces in the dial center. I have also updated the app and refreshed the dial center many times. Please fix.,1,0,3.3.1,2023-10-15 15:04:36,3.3.1,7047
The watch won't accurately read blood pressure and will not read sleep. Very unsatisfied with it. It's only saving grace is the little bird game.,1,0,3.3.1,2023-10-15 14:01:40,3.3.1,7048
Sucks I can't get it to open,1,0,3.3.1,2023-10-15 13:55:40,3.3.1,7049
😭,3,0,3.2.0,2023-10-15 13:54:37,3.2.0,7050
I don't think much of the app,2,0,3.3.1,2023-10-15 13:36:24,3.3.1,7051
Digital watch,5,0,3.3.1,2023-10-15 12:26:48,3.3.1,7052
No watch faces,1,0,3.3.1,2023-10-15 12:16:42,3.3.1,7053
Gloryfit does not take right blood pressure readings. It always gives the same readings.,1,0,3.3.1,2023-10-15 11:34:29,3.3.1,7054
I've done an update and now I can't open the app,1,0,3.3.1,2023-10-15 10:57:58,3.3.1,7055
Great 👍,5,0,3.2.8,2023-10-15 05:54:26,3.2.8,7056
The App is so Good 😊,5,0,,2023-10-15 04:25:58,,7057
"I give it 3 stars because I can't get the contacts to sycroniz completely I have 96 contacts on my phone but the watch syncrniz 16 contacts on it but everything else works fine the blood pressure, oxygen, glucose, heart beat all works and all the other options",3,0,3.3.1,2023-10-15 01:58:47,3.3.1,7058
The watch works great. Every app functions perfectly and is easy-to-use. My only issue is that it is difficult to charge as the prongs on the cable don't make good contact.,5,3,3.3.1,2023-10-15 00:50:40,3.3.1,7059
The battery has died I charged it and set up watch with android mobile and only lasted a few hrs and now it wont charge at all .it is the mens watch black face and band Surely the battery shouldn't go flat and not charge at all overnight.Are the batteries replaceable? Not very happy with this watch.I have had no.problems with other smart watches.What should i do .Try a new battery or exchange it for a new one cheers,1,2,3.3.1,2023-10-14 23:47:15,3.3.1,7060
Good set up!,5,0,3.3.1,2023-10-14 23:26:06,3.3.1,7061
Some apps did not work.,4,0,3.3.1,2023-10-14 22:14:12,3.3.1,7062
Bloody awful !!! I can't use it now after the update,1,0,3.3.1,2023-10-14 19:31:50,3.3.1,7063
Wojt connect to my music,1,0,3.3.1,2023-10-14 19:11:55,3.3.1,7064
Used for several months and days ago it updated and never worked since. So far unable to delete this app,1,0,3.3.1,2023-10-14 17:27:19,3.3.1,7065
Can't set date and time on smart watch. Can not use. Can't Connect to phone?,1,0,3.3.1,2023-10-14 16:35:47,3.3.1,7066
Nice,5,0,3.3.1,2023-10-14 16:26:54,3.3.1,7067
Can't seem to get into it even with the code,2,0,3.3.1,2023-10-14 15:59:36,3.3.1,7068
Good,5,0,3.3.1,2023-10-14 11:37:02,3.3.1,7069
Good,5,0,3.3.1,2023-10-14 11:31:38,3.3.1,7070
Helpful,3,0,3.3.1,2023-10-14 10:17:33,3.3.1,7071
Its nice,5,0,,2023-10-14 09:06:07,,7072
"Keeps unbinding , steps good like the watch face .Also my pulse rate at 3am was 124 BPM. I don't wear it at night. So were the reading came from is a puzzle",2,0,3.3.1,2023-10-14 08:19:02,3.3.1,7073
Easy to understand,5,0,3.3.1,2023-10-14 07:35:03,3.3.1,7074
Tecs,5,0,3.2.9,2023-10-14 06:55:52,3.2.9,7075
Always have issues with the app. I only use the watch as an alarm and to tell time. No other functions work half the time if rarely.,1,0,3.3.1,2023-10-14 04:14:20,3.3.1,7076
it would be nice if you could upload a personal photo to the watch face. and a setting to have it set for 24 hour clock instead of military when looking at stats.,3,0,3.3.1,2023-10-14 02:23:45,3.3.1,7077
Can't get to face change.,3,0,3.3.1,2023-10-14 00:41:30,3.3.1,7078
"Installed update and observed for a week This new update has less crashes. None since update Problem is poor synch with watch Older app had faster synch, except of the frequent crashes",3,0,3.3.1,2023-10-13 23:29:08,3.3.1,7079
App keeps crashing while syncing to watch.,1,0,3.3.1,2023-10-13 23:25:46,3.3.1,7080
Terrible software. No sync button on the watch. What is it called?,1,0,3.3.1,2023-10-13 22:37:20,3.3.1,7081
"Hard to change faces, No incoming call and massage notefication .",1,0,3.3.1,2023-10-13 21:21:33,3.3.1,7082
"Again,how do I set the correct time? Where is the blood sugar test Also,how to change the temperature reading from Celsius to Fahrenheit",2,0,3.3.1,2023-10-13 21:15:46,3.3.1,7083
Annoying,2,0,3.3.1,2023-10-13 20:03:14,3.3.1,7084
Doesn't work!!!,1,0,3.3.1,2023-10-13 17:53:29,3.3.1,7085
I cannot get past the background activity screen. Where is the autostart option on a galaxy s23 ultra?,1,0,3.3.1,2023-10-13 17:42:14,3.3.1,7086
Can't access. Emails don't arrive in time.,2,0,3.3.1,2023-10-13 17:19:44,3.3.1,7087
good 😊,5,0,3.2.6,2023-10-13 16:34:59,3.2.6,7088
Cool app and ⌚⌚⌚⌚,4,0,3.2.9,2023-10-13 15:55:01,3.2.9,7089
GOOD VERSION & ABYLITE,5,0,3.3.1,2023-10-13 12:26:09,3.3.1,7090
"I can't get the app to run. I only get to Male, Female",1,0,3.3.1,2023-10-13 11:59:21,3.3.1,7091
The app is decent but it keeps reseting itself after a day or 2 of using it. never did that on my iphone,2,0,3.3.1,2023-10-13 10:45:53,3.3.1,7092
Good,5,0,3.3.1,2023-10-13 10:22:54,3.3.1,7093
Good,5,0,3.3.1,2023-10-13 08:24:40,3.3.1,7094
New update causing to run full tim ein background which isn't necessary. I loved this app/watch but now I'm not so keen.,2,0,3.3.1,2023-10-13 07:36:31,3.3.1,7095
Can't get into it after a year of working perfectly. No idea what you want me to do,1,0,3.3.1,2023-10-13 06:32:35,3.3.1,7096
👎bad watch 😔😔,1,0,,2023-10-13 04:39:56,,7097
My phone doesn't ring when I try the find phone capability.,3,0,3.3.1,2023-10-13 01:34:31,3.3.1,7098
This app was automatically open and Bluetooth is always connected so battery life down,1,1,3.3.1,2023-10-12 22:27:31,3.3.1,7099
Dont Work Professional,1,0,3.3.1,2023-10-12 21:46:51,3.3.1,7100
"Not working since recent update, watch just good for telling time now !!!! Useless",1,0,3.3.1,2023-10-12 20:00:30,3.3.1,7101
Love,4,0,3.3.1,2023-10-12 17:36:41,3.3.1,7102
Missing the possibility to add notification from Calendar app !,2,0,3.3.1,2023-10-12 17:22:40,3.3.1,7103
Op,5,0,,2023-10-12 15:55:53,,7104
The app keeps disconnecting from my phone.,3,0,3.3.1,2023-10-12 14:55:30,3.3.1,7105
Amezing app,5,0,3.3.1,2023-10-12 14:32:53,3.3.1,7106
Worked fine until recently. Now it won't access watch. Asked to authorize everything and will not continue.,2,0,,2023-10-12 14:31:14,,7107
Good,4,0,3.3.1,2023-10-12 13:42:16,3.3.1,7108
This is good product,5,0,3.3.1,2023-10-12 13:06:05,3.3.1,7109
Not working after upgrade,4,0,3.3.1,2023-10-12 12:47:45,3.3.1,7110
"Hate this app. It does not stay logged in. And then I have had a terrible time getting back in. Rather than a password it want to send you a captcha via email. Check your junk mail cuz that's where mine landed again and again. I was finally able to log in and setup my watch. (I like the watch ok ) but I can't get into the AP to see my records. Also I want to change the face of the watch and can't get in to do so. Too bad when you buy the watch, you don't know which cheap app you'll have to use",2,4,3.3.1,2023-10-12 12:01:52,3.3.1,7111
The app keeps crashing .,1,0,3.3.1,2023-10-12 09:37:01,3.3.1,7112
"The app does not display the callers ID on the watch, the dealer doesn't work on the watch and this is really annoying. There are lots of glitches on the app Kindly work on this in the next build",2,0,3.3.1,2023-10-12 09:00:53,3.3.1,7113
Good app,5,0,3.3.1,2023-10-12 06:13:52,3.3.1,7114
The sports datas are not synchronising with the phone set.,5,0,3.3.1,2023-10-12 03:47:40,3.3.1,7115
I LOVE IT AMEN AMEN,5,0,3.3.1,2023-10-12 03:06:49,3.3.1,7116
It suddenly won't open on my Android..has me get a code from my email but then gives me a list of settings to change that I don't even have in my phone. Now I'm getting multiplé 'Not responding'. Every few minutes!,1,1,3.3.1,2023-10-12 01:55:38,3.3.1,7117
Firmware update detected... but i can't able to update...very worst app ever,2,1,3.3.1,2023-10-12 01:15:31,3.3.1,7118
This app is faqe and waste the time,1,0,3.3.1,2023-10-12 01:02:23,3.3.1,7119
"App keeps crashing, all the time. Sucks that you kinda need the app to fully use the watch.",1,0,3.3.1,2023-10-12 00:52:20,3.3.1,7120
"After some time, my watch does not connect the heart rate anymore or keep step count. A bit disappointing. Otherwise a good alternative to the very pricey competitors out there.",3,0,3.3.1,2023-10-12 00:42:06,3.3.1,7121
This is the worst watch app,1,0,3.3.1,2023-10-12 00:02:00,3.3.1,7122
"I have downloaded the app and it asks me to select auto start in settings yet I do not have an auto start option anywhere on my phone. I will not receive any texts. I only received it today and it has totally stressed me out. I literally feel like throwing it up the wall. I have Samsung A54 and I really expected it to be straight forward to install, set up and use but I wad so wrong. It's not helped my mental health at all. I am unable to use it. Please sort this issue out. Please help me!",1,24,3.3.1,2023-10-11 23:41:06,3.3.1,7123
Good,4,0,3.3.1,2023-10-11 21:12:30,3.3.1,7124
"It's a nice app. However, my notification is not showing on the phone. I only hear a sound, and the message showing empty.",3,0,3.3.1,2023-10-11 20:47:04,3.3.1,7125
"Used to be a great app, update wiped my login and new version won't let me get past adding my height",4,0,3.2.8,2023-10-11 20:04:59,3.2.8,7126
Works well,5,0,3.3.1,2023-10-11 19:23:06,3.3.1,7127
Around 3 or 4 times this app has logged me out of my account then wanted me to set up a new account losing all the progress for months of runs also if you have it and the watch connected to your earphones it will continually tell you your heart rate is too high and to slow down even though I have turned off heart rate monitoring.,1,0,3.1.9,2023-10-11 17:13:18,3.1.9,7128
It's a great watch to have if you're working out with sports or just want to keep an eye on your heart ❤️ beat.,5,1,3.3.1,2023-10-11 16:44:13,3.3.1,7129
Too difficult to get to different features on the phone and on the app.,3,0,3.3.1,2023-10-11 15:18:28,3.3.1,7130
Bad,1,0,3.3.1,2023-10-11 14:24:13,3.3.1,7131
"Terrible app, keeps loging off, and disconnecting my watch for no reason, I have now been logged out and can't get back in, because it is constantly loading.",2,0,3.3.1,2023-10-11 09:25:54,3.3.1,7132
Please add feature of animated wallpapers please,3,0,3.3.1,2023-10-11 09:23:53,3.3.1,7133
Kindly add new wall,5,0,,2023-10-11 08:40:16,,7134
"Worked brilliantly for a month then lost all my information. I can't log in and it's telling me I need to change my permissions even though, all are allowed. Absolute load of rubbish. The watch is good though but sadly, as it's a two part thing, the watch is pretty useless without the app.",2,4,3.3.1,2023-10-11 07:31:31,3.3.1,7135
💝💟,1,0,,2023-10-11 02:40:49,,7136
Not happy can't make the watch work,1,0,3.3.1,2023-10-11 02:25:56,3.3.1,7137
Cannot set up the watch!,1,0,3.3.1,2023-10-11 02:14:35,3.3.1,7138
Great App,5,0,3.3.1,2023-10-11 02:01:47,3.3.1,7139
It is what I was expecting a nice watch easy to handle.,5,0,3.3.1,2023-10-11 01:52:37,3.3.1,7140
Can't log in. The last update screwed it up. You have no way to reset your password either. I'm thinking seriously about deleting the app and throwing the watch in the garage.,2,0,3.3.1,2023-10-10 23:40:24,3.3.1,7141
I want the menstrual cycle predition to be more accurate. Periods can last longer than 8 days and cycles can be shorter than 24 days but these are the largest and smallest numbers i can log in the app. This app is no where near accurate to how real menstrual cycles work. Sometimes cycles are longer than others. It doesn't look like I can update the information to say if the prediction was true or not so it will just be off track and the prediction will not help me at all.,3,2,3.3.1,2023-10-10 21:21:03,3.3.1,7142
I dont getmessages on my phone. Calls dont come in with the flipphone galaxy z 4,3,0,3.2.9,2023-10-10 20:54:19,3.2.9,7143
Useless app,1,1,3.3.1,2023-10-10 18:43:27,3.3.1,7144
I have been wearing this smart watch for a month or so now and I decided to go to the app. and I am not able to get captcha and get into the Glory Fit app. now. I'm am frustrated with this situation. It needs fixing. I also gave it permission like it asked for.,3,1,3.3.1,2023-10-10 18:22:02,3.3.1,7145
Very nice,5,0,,2023-10-10 14:32:50,,7146
Good app.,5,0,3.3.1,2023-10-10 14:11:09,3.3.1,7147
Watch faces not working,1,0,,2023-10-10 12:55:11,,7148
Very good app 👌,5,0,3.2.9,2023-10-10 12:39:14,3.2.9,7149
Works well,5,0,3.3.1,2023-10-10 08:32:43,3.3.1,7150
"Keep finding the weather on my watch is not synced, I get this every few weeks, Incan live with this as just have to do a manual sync. However, when I opened the app tllhis morning I was prompted to log in and to set up as.kf was a new user. All logs have disappeared!",2,1,3.3.1,2023-10-10 07:09:17,3.3.1,7151
It's really good but my screen froze and i have unbundled it and rebounded it i Evan did an alarm to see if it would do anything it's frozen completely the button don't work either. My watch keeps freezing and the Bluetooth says cant connect to device,1,1,3.3.1,2023-10-10 05:24:31,3.3.1,7152
Good 👍😊,5,0,3.3.1,2023-10-10 04:49:49,3.3.1,7153
Good quality good,5,0,,2023-10-09 22:36:48,,7154
How to download more watch faces in this app or other app.,2,0,3.3.1,2023-10-09 20:36:17,3.3.1,7155
"Worked well when I first set it up, now updates have made it impossible to get started again, follow the setting do not help. Waste of time.",1,1,3.3.1,2023-10-09 19:06:02,3.3.1,7156
I have done an update now it doesn't work!,1,2,3.3.1,2023-10-09 17:54:11,3.3.1,7157
Not comprehensive...assumes too much knowledge,3,0,3.3.1,2023-10-09 17:51:24,3.3.1,7158
It very smart wache application,5,0,3.3.1,2023-10-09 17:18:37,3.3.1,7159
Extremely easy to navigate.Gives u all the info u need....whats not to like?,4,0,3.3.1,2023-10-09 17:13:46,3.3.1,7160
Custom Wallpaper takes hol day to load,2,0,3.3.1,2023-10-09 16:22:04,3.3.1,7161
Please give editing options in customised wallpaper or add new wallpapers in app,1,0,3.3.1,2023-10-09 15:28:54,3.3.1,7162
Excellent watch,5,0,3.3.1,2023-10-09 15:14:28,3.3.1,7163
Update now same here won't connect to Bluetooth and keeps disconnecting,1,1,3.3.1,2023-10-09 15:08:04,3.3.1,7164
Terrible keeps unbinding from the device. I have spent more time connecting the watch and device than actually its performance.,1,0,3.3.1,2023-10-09 14:05:37,3.3.1,7165
Samsung Android crashes all the time,1,0,3.3.1,2023-10-09 13:52:07,3.3.1,7166
"Not bad, but the watch has stopped working again!",2,0,3.2.9,2023-10-09 13:16:07,3.2.9,7167
Good,5,0,3.3.1,2023-10-09 13:11:27,3.3.1,7168
"Surprisingly thorough app, but I'm no health nut so I'm not that interested in the measurements. Two items for the wishlist: 1: PWA apps (installed browser apps) are NOT listed as notification sources, so can't be repeated to the watch. This is a big problem that needs fixing. 2: I'd love to create my own animated watchfaces like the 100 supplied ones. The app's 'custom' design is of little use - even the digits can't be moved.",3,40,3.3.1,2023-10-09 12:20:54,3.3.1,7169
"Can't get messages, and have to repair phone and Bluetooth all the time 😒...they need to work on that",2,0,3.3.1,2023-10-09 12:09:23,3.3.1,7170
Watch keeps disconnecting from phone,2,1,3.3.1,2023-10-09 09:40:58,3.3.1,7171
"It's not a very useful app to begin with, but now demanding location access just to connect to the watch. Guess I need a new watch now.",1,1,3.3.1,2023-10-09 09:31:18,3.3.1,7172
Good,4,0,3.3.1,2023-10-09 09:15:28,3.3.1,7173
I use this app every day and find it really helpful for .y health ill be 80 next year so need to keep at check .doing well .its very helpful thanks,5,1,3.2.9,2023-10-09 08:03:42,3.2.9,7174
Great,5,0,3.2.9,2023-10-09 06:08:17,3.2.9,7175
"Blood pressure is not accurate, and I'm having an allergic reaction to the band.",2,0,3.3.1,2023-10-09 05:34:23,3.3.1,7176
Doesn't work good at all,1,0,3.3.1,2023-10-09 05:15:09,3.3.1,7177
Uinstalled upgrade. No longer works,1,0,3.3.1,2023-10-09 03:08:22,3.3.1,7178
hard to use. manuel guide not updated,1,0,3.3.1,2023-10-09 01:44:21,3.3.1,7179
Love the watch and the app find it easy to use,5,0,3.3.1,2023-10-09 01:28:39,3.3.1,7180
"After updating my app as suggested on my phone, I cannot get a new app on my phone.",1,0,3.3.1,2023-10-08 23:27:02,3.3.1,7181
"Awful app. I love the watch I purchased but unfortunately it's being returned. This app is very intrusive to my phone. It's been running slow since i installed it. 3 of 7 nights it did not record my sleep. There is a floating widget that you CANNOT get off your screen. No matter where you place it, it'll eventually be in your way. Overall it's extremely irritating. If you recently purchased something that requires this app, RETURN it, is my best advice. The app is also limited and confusing.",1,11,,2023-10-08 23:25:39,,7182
Very good,4,0,3.3.1,2023-10-08 20:54:28,3.3.1,7183
This stopped working could get this to work again or my warranty,1,0,3.3.1,2023-10-08 20:21:35,3.3.1,7184
"Watch is great so far, can't get into the app.",1,0,3.3.1,2023-10-08 19:11:02,3.3.1,7185
Good,4,0,3.3.1,2023-10-08 18:42:10,3.3.1,7186
Not good,1,0,3.3.1,2023-10-08 17:36:38,3.3.1,7187
Very excellent app with multi functions.easy to use,5,0,3.2.9,2023-10-08 16:24:00,3.2.9,7188
Very good,5,0,,2023-10-08 16:14:53,,7189
Can't finish app sign in.. tried several times. Can't get pass the gender sign,1,0,3.3.1,2023-10-08 15:40:11,3.3.1,7190
"It disconnects frequently from the phone, stays disconnected & unable to display anything for quite some hours orsomtimes days. When it turns back on, it will show no record of sleep time, even when it is on before sleep time. It keeps its own time different from the time on the phone. The device many times self- starts stuff like swimming, running, cycling, badminton etc when you are not even walking. It is frustrating 😞. It stays blank for a long time, not connecting to phone",3,165,3.3.1,2023-10-08 13:51:27,3.3.1,7191
Very good,4,0,3.2.9,2023-10-08 13:21:05,3.2.9,7192
It gets unconnection with my watch by it self and i found it deficult to connect again The watch is good but tha app is very bad,2,0,3.3.1,2023-10-08 12:45:51,3.3.1,7193
I can't get the app to work on my phone,1,0,3.3.1,2023-10-08 12:26:43,3.3.1,7194
"1.Please add some pixel like clock style in watch faces.... 2. In the firmware update section, it only detects the new version, there's no option to install",1,0,3.3.1,2023-10-08 11:02:07,3.3.1,7195
"Simple, but ok Not working since yesterday's update",5,0,3.3.1,2023-10-08 10:55:55,3.3.1,7196
Still trying it out. Easy to use.,5,0,3.2.9,2023-10-08 09:50:04,3.2.9,7197
Very good,5,0,3.2.9,2023-10-08 08:12:53,3.2.9,7198
Verry good,5,0,3.2.9,2023-10-08 07:43:17,3.2.9,7199
Not bad,4,0,3.2.9,2023-10-08 07:15:01,3.2.9,7200
Brilliant very useful easy to read good information,5,0,3.3.1,2023-10-08 05:15:31,3.3.1,7201
Plz help me it doesn't work After latest update i can't login,3,0,3.3.1,2023-10-08 04:57:38,3.3.1,7202
Stopped working after update. I get to choosing male or female and no more.,1,0,3.3.1,2023-10-08 04:07:13,3.3.1,7203
Worked fine for awhile now has crashed and I can't restart it,1,0,,2023-10-08 03:30:18,,7204
So far haven't had any problems with the app,5,0,3.3.1,2023-10-08 02:05:20,3.3.1,7205
Very nice app,5,0,3.2.9,2023-10-08 02:05:12,3.2.9,7206
Really useful for my watch. Does the job. But I want a fix that the weather must be updated on its own not by us. If u change this it will be nice.,4,0,3.2.9,2023-10-08 01:43:53,3.2.9,7207
Mine keeps closing,1,0,3.3.1,2023-10-08 01:15:48,3.3.1,7208
Very Good for watch users.,4,0,3.3.1,2023-10-08 00:00:45,3.3.1,7209
Weather not showing,3,0,3.3.1,2023-10-07 23:29:16,3.3.1,7210
"Very good, only criticism no history of blood pressure to doctor.",3,0,3.2.9,2023-10-07 23:04:10,3.2.9,7211
Cannot change time in watch or in app help,1,0,3.3.1,2023-10-07 21:47:56,3.3.1,7212
It is a little bit hard but still very grateful,5,1,3.3.1,2023-10-07 21:20:01,3.3.1,7213
I just want some more and amazing watch faces.please insert kieslect 10 watch faces in this app,3,1,3.3.1,2023-10-07 20:16:29,3.3.1,7214
Uodate today wiped all my info!,3,0,3.3.1,2023-10-07 20:12:03,3.3.1,7215
Love it and the straps and health checks,5,0,3.2.9,2023-10-07 19:22:23,3.2.9,7216
Crashes so often hard to use device and as now blocked my smartwatch,1,0,3.3.1,2023-10-07 18:57:23,3.3.1,7217
Your app.updated 10/05/23 have not been able to get it to work. Was just fine before update,3,0,3.3.1,2023-10-07 18:23:13,3.3.1,7218
Nice,5,0,3.3.1,2023-10-07 16:13:03,3.3.1,7219
Very happy with this app,5,0,3.2.9,2023-10-07 15:56:22,3.2.9,7220
Cannot get the temperature to sync,4,0,3.3.1,2023-10-07 14:15:09,3.3.1,7221
So irritated that I was logged out after an update. Nothing I enter is showing a previous account. This app is awful.,1,0,3.3.1,2023-10-07 14:03:04,3.3.1,7222
Unable to use !!,1,0,,2023-10-07 14:01:20,,7223
My watch no longer connects to my phone. I don't receive texts.,1,0,3.3.1,2023-10-07 13:42:50,3.3.1,7224
"logged me out (sign in with Google) & wont let me log back in. I see no option to create a new account, only to login with Twitter or Google; neither of which is a desirable solution. Lost all my stat tracking.",2,0,3.3.1,2023-10-07 13:23:00,3.3.1,7225
Excellent for my health,5,0,3.2.9,2023-10-07 13:05:45,3.2.9,7226
Used to be ok... Updated yesterday and now can't sign into app. App is still running in background but have no access.,2,0,3.3.1,2023-10-07 13:04:06,3.3.1,7227
"BP part of app highly inaccurate. Heart rate recorded over night but watch was lying on a table and still gave reading between 75 and 180. but the worst thing is the floating widget, which serves no useful purpose, stays on home screen and interferes with other widgets/keys and can't be removed.",1,2,3.3.1,2023-10-07 12:36:33,3.3.1,7228
Good Watch,5,0,3.2.9,2023-10-07 12:30:09,3.2.9,7229
"It works. It's pretty straightforward, however apps that are available on the watch like blood oxygen level are not available in the app on the phone.",3,0,3.2.9,2023-10-07 12:09:56,3.2.9,7230
It ls good,3,0,3.2.9,2023-10-07 11:57:36,3.2.9,7231
Doesn't connect to my phone properly,3,0,3.3.1,2023-10-07 11:40:29,3.3.1,7232
Very goooooooood !!,4,0,3.3.1,2023-10-07 11:33:36,3.3.1,7233
"Love knowing how many steps I take! Love knowing my sleep quality, love knowing my heart rate!",5,0,3.3.1,2023-10-07 11:12:41,3.3.1,7234
